uf,municipio,data,causa,decreto,fonte,url
RS,Vila Maria,14/08/2026,reconhecimento federal,"Portaria SEDEC/MIDR (lote: nº 2.606, nº 2.606, nº 2.607, nº 2.607, nº 2.608, nº 2.608, nº 2.609, nº 2.609)","DOU (portaria SEDEC/MIDR), via notícia do MIDR",https://www.gov.br/mdr/pt-br/noticias-midr/reconhecida-emergencia-em-18-cidades-afetadas-por-desastres-1
RS,Água Santa,14/08/2026,reconhecimento federal,"Portaria SEDEC/MIDR (lote: nº 2.606, nº 2.606, nº 2.607, nº 2.607, nº 2.608, nº 2.608, nº 2.609, nº 2.609)","DOU (portaria SEDEC/MIDR), via notícia do MIDR",https://www.gov.br/mdr/pt-br/noticias-midr/reconhecida-emergencia-em-18-cidades-afetadas-por-desastres-1
SC,Agronômica,21/08/2026,reconhecimento federal,"Portaria SEDEC/MIDR (lote: nº 2.704, nº 2.705)","DOU (portaria SEDEC/MIDR), via notícia do MIDR",https://www.gov.br/mdr/pt-br/noticias-midr/reconhecida-emergencia-em-15-cidades-afetadas-por-desastres-1
SC,Aurora,19/08/2026,reconhecimento federal,"Portaria SEDEC/MIDR (lote: nº 2.645, nº 2.658, nº 2.659, nº 2.659, nº 2.667)","DOU (portaria SEDEC/MIDR), via notícia do MIDR",https://www.gov.br/mdr/pt-br/noticias-midr/reconhecida-emergencia-em-46-cidades-afetadas-por-desastres
SC,Bela Vista do Toldo,03/09/2026,reconhecimento federal,"Portaria SEDEC/MIDR (lote: nº 2.884, nº 2.885, nº 2.886, nº 2.890)","DOU (portaria SEDEC/MIDR), via notícia do MIDR",https://www.gov.br/mdr/pt-br/noticias-midr/reconhecida-emergencia-em-13-cidades-afetadas-por-desastres-1
SC,Biguaçu,30/08/2026,chuva intensa com granizo,Decreto nº 285-A/2026 (número conforme imprensa — Correio de Santa Catarina; não confirmado ainda contra o texto no Diário Oficial do Município),Defesa Civil de Santa Catarina (oficial) + Correio de Santa Catarina,https://www.defesacivil.sc.gov.br/2026/08/30/chuva-intensa-com-granizo-leva-cinco-municipios-de-santa-catarina-a-decretar-situacao-de-emergencia/
SC,Bom Jesus,30/08/2026,chuva intensa com granizo,situação de emergência (número exato não localizado até o corte),Defesa Civil de Santa Catarina (oficial) + Informe Floripa,https://www.defesacivil.sc.gov.br/2026/08/30/chuva-intensa-com-granizo-leva-cinco-municipios-de-santa-catarina-a-decretar-situacao-de-emergencia/
SC,Ermo,25/08/2026,reconhecimento federal,"Portaria SEDEC/MIDR (lote: nº 2.754, nº 2.757, nº 2.758, nº 2.759)","DOU (portaria SEDEC/MIDR), via notícia do MIDR",https://www.gov.br/mdr/pt-br/noticias-midr/reconhecida-emergencia-em-24-cidades-afetadas-por-desastres-1
SC,Florianópolis,30/08/2026,chuva intensa com granizo,"situação de emergência (número exato não localizado até o corte — decreto municipal, não publicado em fonte com número indexável nas buscas realizadas)",Defesa Civil de Santa Catarina (oficial) + Informe Floripa + TVBV Online,https://www.defesacivil.sc.gov.br/2026/08/30/chuva-intensa-com-granizo-leva-cinco-municipios-de-santa-catarina-a-decretar-situacao-de-emergencia/
SC,Ipuaçu,30/08/2026,chuva intensa com granizo,situação de emergência (número exato não localizado até o corte),Defesa Civil de Santa Catarina (oficial) + Informe Floripa,https://www.defesacivil.sc.gov.br/2026/08/30/chuva-intensa-com-granizo-leva-cinco-municipios-de-santa-catarina-a-decretar-situacao-de-emergencia/
SC,Presidente Getúlio,03/08/2026,reconhecimento federal,"Portaria SEDEC/MIDR (lote: nº 2.484, nº 2.485, nº 2.486, nº 2.486, nº 2.486)","DOU (portaria SEDEC/MIDR), via notícia do MIDR",https://www.gov.br/mdr/pt-br/noticias-midr/reconhecida-emergencia-em-18-cidades-afetadas-por-desastres
SC,Quilombo,30/08/2026,chuva intensa com granizo,situação de emergência (número exato não localizado até o corte),Defesa Civil de Santa Catarina (oficial) + Informe Floripa,https://www.defesacivil.sc.gov.br/2026/08/30/chuva-intensa-com-granizo-leva-cinco-municipios-de-santa-catarina-a-decretar-situacao-de-emergencia/
SE,Carira,12/08/2026,reconhecimento federal,"Portaria SEDEC/MIDR (lote: nº 2.582, nº 2.582, nº 2.583, nº 2.584, nº 2.584, nº 2.585, nº 2.585)","DOU (portaria SEDEC/MIDR), via notícia do MIDR",https://www.gov.br/mdr/pt-br/noticias-midr/reconhecida-emergencia-em-20-cidades-afetadas-por-desastres-1
SE,Poço Verde,01/09/2026,reconhecimento federal,"Portaria SEDEC/MIDR (lote: nº 2.839, nº 2850)","DOU (portaria SEDEC/MIDR), via notícia do MIDR",https://www.gov.br/mdr/pt-br/noticias-midr/reconhecida-emergencia-em-tres-cidades-afetadas-por-desastres-2
SE,Poço Verde,25/08/2026,situação de emergência,Decreto municipal nº 195/2026,Diário oficial municipal (via Querido Diário),https://data.queridodiario.ok.org.br/2805505/2026-08-25/563e1d18b2cf4fd5e105c61be3583ed23cd65859.pdf
SE,Tobias Barreto,19/08/2026,reconhecimento federal,"Portaria SEDEC/MIDR (lote: nº 2.645, nº 2.658, nº 2.659, nº 2.659, nº 2.667)","DOU (portaria SEDEC/MIDR), via notícia do MIDR",https://www.gov.br/mdr/pt-br/noticias-midr/reconhecida-emergencia-em-46-cidades-afetadas-por-desastres
SP,Jaboticabal,13/08/2026,situação de emergência,Decreto municipal nº 8.528,Diário oficial municipal (via Querido Diário),https://data.queridodiario.ok.org.br/3524303/2026-08-13/644a3af9cef95c8517455878d35b78ae6571c559.pdf
SP,Jaboticabal,29/07/2026,situação de emergência,Decreto municipal nº 8.528,Diário oficial municipal (via Querido Diário),https://data.queridodiario.ok.org.br/3524303/2026-07-29/2e9c2b384b109af891ac105f5f8543531eaa187e.pdf
SP,Ourinhos,13/07/2026,estado de calamidade pública,Decreto municipal nº 8.197,Diário oficial municipal (via Querido Diário),https://data.queridodiario.ok.org.br/3534708/2026-07-13/01446ab26ca90ac6aa88cb733127b8a3772cf4a9.pdf
SP,Trabiju,14/08/2026,reconhecimento federal,"Portaria SEDEC/MIDR (lote: nº 2.606, nº 2.606, nº 2.607, nº 2.607, nº 2.608, nº 2.608, nº 2.609, nº 2.609)","DOU (portaria SEDEC/MIDR), via notícia do MIDR",https://www.gov.br/mdr/pt-br/noticias-midr/reconhecida-emergencia-em-18-cidades-afetadas-por-desastres-1
SP,Vinhedo,07/08/2026,situação de emergência,Decreto municipal nº 170,Diário oficial municipal (via Querido Diário),https://data.queridodiario.ok.org.br/3556701/2026-08-07/bbf3483cde27697e9537d058644c8549be5e33c2.pdf
