data,uf,tipo,titulo,resumo
04/09/2026,AL,estado,Alagoas: instrumento estadual — plano estadual em elaboração,"Antes: plano estadual novo, específico para o El Niño. Documento localizado: Plano de ação integrado do Comitê El Niño — em elaboração (missão principal do comitê, segundo o decreto) (08/2026)."
04/09/2026,AC,indice,"Acre: MARÉ 55,0 → 50,0",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,AL,indice,"Alagoas: MARÉ 53,5 → 42,7",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,AM,indice,"Amazonas: MARÉ 84,1 → 78,3",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,AP,indice,"Amapá: MARÉ 28,3 → 20,8",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,BA,indice,"Bahia: MARÉ 24,0 → 18,2",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,CE,indice,"Ceará: MARÉ 37,5 → 30,0",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,DF,indice,"Distrito Federal: MARÉ 38,3 → 41,7",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,MA,indice,"Maranhão: MARÉ 60,3 → 57,0",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,PE,indice,"Pernambuco: MARÉ 23,8 → 18,0",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,PI,indice,"Piauí: MARÉ 37,2 → 29,7",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,RO,indice,"Rondônia: MARÉ 54,1 → 50,8",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,TO,indice,"Tocantins: MARÉ 41,7 → 38,3",Mudança na nota do índice decorrente das atualizações acima.
04/09/2026,SC,decreto_reconhecido,Bela Vista do Toldo (SC): reconhecimento federal de emergência (03/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
04/09/2026,AL,decreto_reconhecido,Cacimbinhas (AL): reconhecimento federal de emergência (03/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
04/09/2026,AM,decreto_reconhecido,Careiro (AM): reconhecimento federal de emergência (03/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
04/09/2026,RS,decreto_reconhecido,Cerro Largo (RS): reconhecimento federal de emergência (03/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
04/09/2026,RO,decreto_reconhecido,Guajará-Mirim (RO): reconhecimento federal de emergência (03/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
04/09/2026,MG,decreto_reconhecido,Luislândia (MG): reconhecimento federal de emergência (03/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
04/09/2026,BA,decreto_reconhecido,Mairi (BA): reconhecimento federal de emergência (03/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
04/09/2026,RS,decreto_reconhecido,Pedras Altas (RS): reconhecimento federal de emergência (03/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
04/09/2026,RS,decreto_reconhecido,Pedro Osório (RS): reconhecimento federal de emergência (03/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
04/09/2026,PI,decreto_reconhecido,São Francisco de Assis do Piauí (PI): reconhecimento federal de emergência (03/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
04/09/2026,RS,decreto_reconhecido,São Lourenço do Sul (RS): reconhecimento federal de emergência (03/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
04/09/2026,SC,resposta,Bela Vista do Toldo (SC): decreto de emergência registrado (03/09/2026),Ato de resposta a dano já ocorrido — registro de transparência; não pontua no índice.
04/09/2026,AL,resposta,Cacimbinhas (AL): decreto de emergência registrado (03/09/2026),Ato de resposta a dano já ocorrido — registro de transparência; não pontua no índice.
04/09/2026,AM,resposta,Careiro (AM): decreto de emergência registrado (03/09/2026),Ato de resposta a dano já ocorrido — registro de transparência; não pontua no índice.
04/09/2026,RS,resposta,Cerro Largo (RS): decreto de emergência registrado (03/09/2026),Ato de resposta a dano já ocorrido — registro de transparência; não pontua no índice.
04/09/2026,RO,resposta,Guajará-Mirim (RO): decreto de emergência registrado (03/09/2026),Ato de resposta a dano já ocorrido — registro de transparência; não pontua no índice.
04/09/2026,MG,resposta,Luislândia (MG): decreto de emergência registrado (03/09/2026),Ato de resposta a dano já ocorrido — registro de transparência; não pontua no índice.
04/09/2026,BA,resposta,Mairi (BA): decreto de emergência registrado (03/09/2026),Ato de resposta a dano já ocorrido — registro de transparência; não pontua no índice.
04/09/2026,RS,resposta,Pedras Altas (RS): decreto de emergência registrado (03/09/2026),Ato de resposta a dano já ocorrido — registro de transparência; não pontua no índice.
04/09/2026,RS,resposta,Pedro Osório (RS): decreto de emergência registrado (03/09/2026),Ato de resposta a dano já ocorrido — registro de transparência; não pontua no índice.
04/09/2026,PI,resposta,São Francisco de Assis do Piauí (PI): decreto de emergência registrado (03/09/2026),Ato de resposta a dano já ocorrido — registro de transparência; não pontua no índice.
04/09/2026,RS,resposta,São Lourenço do Sul (RS): decreto de emergência registrado (03/09/2026),Ato de resposta a dano já ocorrido — registro de transparência; não pontua no índice.
05/09/2026,BA,instrumento_saude,Bahia: instrumento estadual de saúde — VIG,"Antes: NAO_VERIFICADO. Documento: Plano Estadual de Contingência das Arboviroses Urbanas — atualização 2025-2026 (reedição para o biênio, em conformidade com as Diretrizes Nacionais). Camada de transparência, peso zero."
05/09/2026,MG,instrumento_saude,Minas Gerais: instrumento estadual de saúde — VIG,"Antes: NAO_VERIFICADO. Documento: Plano Estadual de Contingência para Enfrentamento das Arboviroses (PEC-ARBO), instituído por resolução. Camada de transparência, peso zero."
05/09/2026,MS,instrumento_saude,Mato Grosso do Sul: instrumento estadual de saúde — VIG,"Antes: NAO_VERIFICADO. Documento: Plano de Contingência Estadual Arboviroses 2025-2026 (guias e manuais da SES). Camada de transparência, peso zero."
05/09/2026,RS,instrumento_saude,Rio Grande do Sul: instrumento estadual de saúde — VIG,"Antes: NAO_VERIFICADO. Documento: Plano de Contingência Dengue 2024-2025, 2ª versão (fevereiro/2025); plano para o verão 2025/2026 apresentado às coordenadorias em 29-31/10/2025, edição ainda não listada na página oficial. Camada de transparência, peso zero."
05/09/2026,SC,instrumento_saude,Santa Catarina: instrumento estadual de saúde — VIG,"Antes: NAO_VERIFICADO. Documento: Plano de Contingência para o enfrentamento da dengue, zika e chikungunya — temporada 2025/2026 (cenário de preparação + três níveis de alerta). Camada de transparência, peso zero."
05/09/2026,SE,instrumento_saude,Sergipe: instrumento estadual de saúde — VIG,"Antes: NAO_VERIFICADO. Documento: Plano de Contingência para Enfrentamento e Controle de Epidemias por Arboviroses no Estado de Sergipe (publicado na página oficial de arboviroses da SES; sem data de edição na página). Camada de transparência, peso zero."
05/09/2026,SP,instrumento_saude,São Paulo: instrumento estadual de saúde — VIG,"Antes: NAO_VERIFICADO. Documento: Plano de Contingência das Arboviroses Urbanas: Dengue, Chikungunya e Zika 2025/2026 (apresentado em 15/01/2025; nova metodologia de estágios). Camada de transparência, peso zero."
