ibge,uf,municipio,nivel_verificacao,ultima_verificacao,plano_localizado,decreto_reconhecido,decreto_homologado
2922730,BA,Nova Fátima,nacional,2026-09-03,,,
2922755,BA,Nova Ibiá,nacional,2026-09-03,,,
2922805,BA,Nova Itarana,nacional,2026-09-03,,,
2922854,BA,Nova Redenção,nacional,2026-09-03,,,
2922904,BA,Nova Soure,nacional,2026-09-03,,,
2923001,BA,Nova Viçosa,nacional,2026-09-03,,,
2923035,BA,Novo Horizonte,nacional,2026-09-03,,,
2923050,BA,Novo Triunfo,nacional,2026-09-03,,,
2923100,BA,Olindina,nacional,2026-09-03,,,
2923209,BA,Oliveira dos Brejinhos,nacional,2026-09-03,,,
2923308,BA,Ouriçangas,nacional,2026-09-03,,,
2923357,BA,Ourolândia,nacional,2026-09-03,,,
2923407,BA,Palmas de Monte Alto,nacional,2026-09-03,,,
2923506,BA,Palmeiras,nacional,2026-09-03,,,
2923605,BA,Paramirim,nacional,2026-09-03,,,
2923704,BA,Paratinga,nacional,2026-09-03,,,
2923803,BA,Paripiranga,nacional,2026-09-03,,,
2923902,BA,Pau Brasil,nacional,2026-09-03,,,
2924009,BA,Paulo Afonso,nacional,2026-09-03,,,
2924207,BA,Pedro Alexandre,nacional,2026-09-03,,,
2924108,BA,Pedrão,nacional,2026-09-03,,,
2924306,BA,Piatã,nacional,2026-09-03,,,
2924405,BA,Pilão Arcado,nacional,2026-09-03,,,
2924504,BA,Pindaí,nacional,2026-09-03,,,
2924603,BA,Pindobaçu,nacional,2026-09-03,,,
2924652,BA,Pintadas,nacional,2026-09-03,,,
2924678,BA,Piraí do Norte,nacional,2026-09-03,,,
2924702,BA,Piripá,nacional,2026-09-03,,,
2924801,BA,Piritiba,nacional,2026-09-03,,,
2924900,BA,Planaltino,nacional,2026-09-03,,,
2925006,BA,Planalto,nacional,2026-09-03,,,
2925204,BA,Pojuca,nacional,2026-09-03,,,
2925253,BA,Ponto Novo,nacional,2026-09-03,,,
2925303,BA,Porto Seguro,nacional,2026-09-03,,,
2925402,BA,Potiraguá,nacional,2026-09-03,,,
2925105,BA,Poções,nacional,2026-09-03,,,
2925501,BA,Prado,nacional,2026-09-03,,,
2925600,BA,Presidente Dutra,nacional,2026-09-03,,,
2925709,BA,Presidente Jânio Quadros,nacional,2026-09-03,,,
2925758,BA,Presidente Tancredo Neves,nacional,2026-09-03,,,
2924058,BA,Pé de Serra,nacional,2026-09-03,,,
2925808,BA,Queimadas,nacional,2026-09-03,,,
2925907,BA,Quijingue,nacional,2026-09-03,,,
2925931,BA,Quixabeira,nacional,2026-09-03,,,
2925956,BA,Rafael Jambeiro,nacional,2026-09-03,,,
2926004,BA,Remanso,nacional,2026-09-03,,,
2926103,BA,Retirolândia,nacional,2026-09-03,,,
2926400,BA,Riacho de Santana,nacional,2026-09-03,,,
2926202,BA,Riachão das Neves,nacional,2026-09-03,,,
2926301,BA,Riachão do Jacuípe,nacional,2026-09-03,,,
2926509,BA,Ribeira do Amparo,nacional,2026-09-03,,,
2926608,BA,Ribeira do Pombal,nacional,2026-09-03,,,
2926657,BA,Ribeirão do Largo,nacional,2026-09-03,,,
2927002,BA,Rio Real,nacional,2026-09-03,,,
2926707,BA,Rio de Contas,nacional,2026-09-03,,,
2926806,BA,Rio do Antônio,nacional,2026-09-03,,,
2926905,BA,Rio do Pires,nacional,2026-09-03,,,
2927101,BA,Rodelas,nacional,2026-09-03,,,
2927200,BA,Ruy Barbosa,nacional,2026-09-03,,,
2927309,BA,Salinas da Margarida,nacional,2026-09-03,,,
2927408,BA,Salvador,nacional,2026-09-03,plano,,
2927606,BA,Santa Brígida,nacional,2026-09-03,,,
2927507,BA,Santa Bárbara,nacional,2026-09-03,,,
2927705,BA,Santa Cruz Cabrália,nacional,2026-09-03,,,
2927804,BA,Santa Cruz da Vitória,nacional,2026-09-03,,,
2927903,BA,Santa Inês,nacional,2026-09-03,,,
2928059,BA,Santa Luzia,nacional,2026-09-03,,,
2928109,BA,Santa Maria da Vitória,nacional,2026-09-03,,,
2928406,BA,Santa Rita de Cássia,nacional,2026-09-03,,,
2928505,BA,Santa Teresinha,nacional,2026-09-03,,,
2928000,BA,Santaluz,nacional,2026-09-03,,,
2928208,BA,Santana,nacional,2026-09-03,,,
2928307,BA,Santanópolis,nacional,2026-09-03,,,
2928604,BA,Santo Amaro,nacional,2026-09-03,,,
2928703,BA,Santo Antônio de Jesus,nacional,2026-09-03,,,
2928802,BA,Santo Estêvão,nacional,2026-09-03,,,
2929602,BA,Sapeaçu,nacional,2026-09-03,,,
2929750,BA,Saubara,nacional,2026-09-03,,,
2929800,BA,Saúde,nacional,2026-09-03,,,
2929909,BA,Seabra,nacional,2026-09-03,,,
2930006,BA,Sebastião Laranjeiras,nacional,2026-09-03,,,
2930105,BA,Senhor do Bonfim,nacional,2026-09-03,,,
2930204,BA,Sento Sé,nacional,2026-09-03,,,
2930303,BA,Serra Dourada,nacional,2026-09-03,,,
2930402,BA,Serra Preta,nacional,2026-09-03,,,
2930154,BA,Serra do Ramalho,nacional,2026-09-03,,,
2930501,BA,Serrinha,nacional,2026-09-03,,,
2930600,BA,Serrolândia,nacional,2026-09-03,,,
2930709,BA,Simões Filho,nacional,2026-09-03,,,
2930774,BA,Sobradinho,nacional,2026-09-03,,,
2930808,BA,Souto Soares,nacional,2026-09-03,,,
2929701,BA,Sátiro Dias,nacional,2026-09-03,,,
2928901,BA,São Desidério,nacional,2026-09-03,,,
2928950,BA,São Domingos,nacional,2026-09-03,,,
2929107,BA,São Felipe,nacional,2026-09-03,,,
2929206,BA,São Francisco do Conde,nacional,2026-09-03,,,
2929008,BA,São Félix,nacional,2026-09-03,,,
2929057,BA,São Félix do Coribe,nacional,2026-09-03,,,
2929255,BA,São Gabriel,nacional,2026-09-03,,,
2929305,BA,São Gonçalo dos Campos,nacional,2026-09-03,,,
2929354,BA,São José da Vitória,nacional,2026-09-03,,,
2929370,BA,São José do Jacuípe,nacional,2026-09-03,,,
2929404,BA,São Miguel das Matas,nacional,2026-09-03,,,
2929503,BA,São Sebastião do Passé,nacional,2026-09-03,,,
2930758,BA,Sítio do Mato,nacional,2026-09-03,,,
2930766,BA,Sítio do Quinto,nacional,2026-09-03,,,
2930907,BA,Tabocas do Brejo Velho,nacional,2026-09-03,,,
2931004,BA,Tanhaçu,nacional,2026-09-03,,,
2931053,BA,Tanque Novo,nacional,2026-09-03,,,
2931103,BA,Tanquinho,nacional,2026-09-03,,,
2931202,BA,Taperoá,nacional,2026-09-03,,,
2931301,BA,Tapiramutá,nacional,2026-09-03,,,
2931350,BA,Teixeira de Freitas,nacional,2026-09-03,,,
2931400,BA,Teodoro Sampaio,nacional,2026-09-03,,,
2931509,BA,Teofilândia,nacional,2026-09-03,,,
2931608,BA,Teolândia,nacional,2026-09-03,,,
2931707,BA,Terra Nova,nacional,2026-09-03,,,
2931806,BA,Tremedal,nacional,2026-09-03,,,
2931905,BA,Tucano,nacional,2026-09-03,,,
2932002,BA,Uauá,nacional,2026-09-03,,,
2932200,BA,Ubaitaba,nacional,2026-09-03,,,
2932309,BA,Ubatã,nacional,2026-09-03,,,
2932101,BA,Ubaíra,nacional,2026-09-03,,,
2932408,BA,Uibaí,nacional,2026-09-03,,,
2932457,BA,Umburanas,nacional,2026-09-03,,,
2932507,BA,Una,nacional,2026-09-03,,,
2932606,BA,Urandi,nacional,2026-09-03,,,
2932705,BA,Uruçuca,nacional,2026-09-03,,,
2932804,BA,Utinga,nacional,2026-09-03,,,
2933000,BA,Valente,nacional,2026-09-03,,,
2932903,BA,Valença,nacional,2026-09-03,,,
2933174,BA,Varzedo,nacional,2026-09-03,,,
2933208,BA,Vera Cruz,nacional,2026-09-03,,,
2933257,BA,Vereda,nacional,2026-09-03,,,
2933307,BA,Vitória da Conquista,nacional,2026-09-03,,,
2933158,BA,Várzea Nova,nacional,2026-09-03,,,
2933059,BA,Várzea da Roça,nacional,2026-09-03,,,
2933109,BA,Várzea do Poço,nacional,2026-09-03,,,
2933406,BA,Wagner,nacional,2026-09-03,,,
2933455,BA,Wanderley,nacional,2026-09-03,,,
2933505,BA,Wenceslau Guimarães,nacional,2026-09-03,,,
2933604,BA,Xique-Xique,nacional,2026-09-03,,,
2900405,BA,Água Fria,nacional,2026-09-03,,,
2900504,BA,Érico Cardoso,nacional,2026-09-03,,,
2300101,CE,Abaiara,nacional,2026-09-03,,,
2300150,CE,Acarape,nacional,2026-09-03,,,
2300200,CE,Acaraú,nacional,2026-09-03,,,
2300309,CE,Acopiara,nacional,2026-09-03,,,
2300408,CE,Aiuaba,nacional,2026-09-03,,,
2300507,CE,Alcântaras,nacional,2026-09-03,,,
2300606,CE,Altaneira,nacional,2026-09-03,,,
2300705,CE,Alto Santo,nacional,2026-09-03,,,
2300754,CE,Amontada,nacional,2026-09-03,,,
2300804,CE,Antonina do Norte,nacional,2026-09-03,,,
2300903,CE,Apuiarés,nacional,2026-09-03,,,
2301000,CE,Aquiraz,nacional,2026-09-03,,,
2301109,CE,Aracati,nacional,2026-09-03,,,
2301208,CE,Aracoiaba,nacional,2026-09-03,,,
2301257,CE,Ararendá,nacional,2026-09-03,,,
2301307,CE,Araripe,nacional,2026-09-03,,,
2301406,CE,Aratuba,nacional,2026-09-03,,,
2301505,CE,Arneiroz,nacional,2026-09-03,,,
2301604,CE,Assaré,nacional,2026-09-03,,,
2301703,CE,Aurora,nacional,2026-09-03,,,
2301802,CE,Baixio,nacional,2026-09-03,,,
2301851,CE,Banabuiú,nacional,2026-09-03,,,
2301901,CE,Barbalha,nacional,2026-09-03,,,
2301950,CE,Barreira,nacional,2026-09-03,,,
2302008,CE,Barro,nacional,2026-09-03,,,
2302057,CE,Barroquinha,nacional,2026-09-03,,,
2302107,CE,Baturité,nacional,2026-09-03,,,
2302206,CE,Beberibe,nacional,2026-09-03,,,
2302305,CE,Bela Cruz,nacional,2026-09-03,,,
2302404,CE,Boa Viagem,nacional,2026-09-03,,,
2302503,CE,Brejo Santo,nacional,2026-09-03,,,
2302602,CE,Camocim,nacional,2026-09-03,,,
2302701,CE,Campos Sales,nacional,2026-09-03,,,
2302800,CE,Canindé,nacional,2026-09-03,,,
2302909,CE,Capistrano,nacional,2026-09-03,,,
2303006,CE,Caridade,nacional,2026-09-03,,,
2303204,CE,Caririaçu,nacional,2026-09-03,,,
2303105,CE,Cariré,nacional,2026-09-03,,,
2303303,CE,Cariús,nacional,2026-09-03,,,
2303402,CE,Carnaubal,nacional,2026-09-03,,,
2303501,CE,Cascavel,nacional,2026-09-03,,,
2303600,CE,Catarina,nacional,2026-09-03,,,
2303659,CE,Catunda,nacional,2026-09-03,,,
2303709,CE,Caucaia,nacional,2026-09-03,,,
2303808,CE,Cedro,nacional,2026-09-03,,,
2303907,CE,Chaval,nacional,2026-09-03,,,
2303956,CE,Chorozinho,nacional,2026-09-03,,,
2303931,CE,Choró,nacional,2026-09-03,,,
2304004,CE,Coreaú,nacional,2026-09-03,,,
2304103,CE,Crateús,nacional,2026-09-03,,,
2304202,CE,Crato,nacional,2026-09-03,,,
2304236,CE,Croatá,nacional,2026-09-03,,,
2304251,CE,Cruz,nacional,2026-09-03,,,
2304269,CE,Deputado Irapuan Pinheiro,nacional,2026-09-03,,,
2304277,CE,Ererê,nacional,2026-09-03,,,
2304285,CE,Eusébio,nacional,2026-09-03,,,
2304301,CE,Farias Brito,nacional,2026-09-03,,,
2304350,CE,Forquilha,nacional,2026-09-03,,,
2304400,CE,Fortaleza,nacional,2026-09-03,plano,,
2304459,CE,Fortim,nacional,2026-09-03,,,
2304509,CE,Frecheirinha,nacional,2026-09-03,,,
2304608,CE,General Sampaio,nacional,2026-09-03,,,
2304707,CE,Granja,nacional,2026-09-03,,,
2304806,CE,Granjeiro,nacional,2026-09-03,,,
2304657,CE,Graça,nacional,2026-09-03,,,
2304905,CE,Groaíras,nacional,2026-09-03,,,
2304954,CE,Guaiúba,nacional,2026-09-03,,,
2305001,CE,Guaraciaba do Norte,nacional,2026-09-03,,,
2305100,CE,Guaramiranga,nacional,2026-09-03,,,
2305209,CE,Hidrolândia,nacional,2026-09-03,,,
2305233,CE,Horizonte,nacional,2026-09-03,,,
2305266,CE,Ibaretama,nacional,2026-09-03,,,
2305308,CE,Ibiapina,nacional,2026-09-03,,,
2305332,CE,Ibicuitinga,nacional,2026-09-03,,,
2305357,CE,Icapuí,nacional,2026-09-03,,,
2305407,CE,Icó,nacional,2026-09-03,,,
2305506,CE,Iguatu,nacional,2026-09-03,,,
2305605,CE,Independência,nacional,2026-09-03,,,
2305654,CE,Ipaporanga,nacional,2026-09-03,,,
2305704,CE,Ipaumirim,nacional,2026-09-03,,,
2305803,CE,Ipu,nacional,2026-09-03,,,
2305902,CE,Ipueiras,nacional,2026-09-03,,,
2306009,CE,Iracema,nacional,2026-09-03,,,
2306108,CE,Irauçuba,nacional,2026-09-03,,,
2306256,CE,Itaitinga,nacional,2026-09-03,,,
2306207,CE,Itaiçaba,nacional,2026-09-03,,,
2306306,CE,Itapajé,nacional,2026-09-03,,,
2306405,CE,Itapipoca,nacional,2026-09-03,,,
2306504,CE,Itapiúna,nacional,2026-09-03,,,
2306553,CE,Itarema,nacional,2026-09-03,,,
2306603,CE,Itatira,nacional,2026-09-03,,,
2306702,CE,Jaguaretama,nacional,2026-09-03,,,
2306801,CE,Jaguaribara,nacional,2026-09-03,,,
2306900,CE,Jaguaribe,nacional,2026-09-03,,,
2307007,CE,Jaguaruana,nacional,2026-09-03,,,
2307106,CE,Jardim,nacional,2026-09-03,,,
2307205,CE,Jati,nacional,2026-09-03,,,
2307254,CE,Jijoca de Jericoacoara,nacional,2026-09-03,,,
2307304,CE,Juazeiro do Norte,nacional,2026-09-03,,,
2307403,CE,Jucás,nacional,2026-09-03,,,
2307502,CE,Lavras da Mangabeira,nacional,2026-09-03,,,
2307601,CE,Limoeiro do Norte,nacional,2026-09-03,,,
2307635,CE,Madalena,nacional,2026-09-03,,,
2307650,CE,Maracanaú,nacional,2026-09-03,,,
2307700,CE,Maranguape,nacional,2026-09-03,,,
2307809,CE,Marco,nacional,2026-09-03,,,
2307908,CE,Martinópole,nacional,2026-09-03,,,
2308005,CE,Massapê,nacional,2026-09-03,,,
2308104,CE,Mauriti,nacional,2026-09-03,,,
2308203,CE,Meruoca,nacional,2026-09-03,,,
2308302,CE,Milagres,nacional,2026-09-03,,,
2308351,CE,Milhã,nacional,2026-09-03,,,
2308377,CE,Miraíma,nacional,2026-09-03,,,
2308401,CE,Missão Velha,nacional,2026-09-03,,,
2308500,CE,Mombaça,nacional,2026-09-03,,,
2308609,CE,Monsenhor Tabosa,nacional,2026-09-03,,,
2308708,CE,Morada Nova,nacional,2026-09-03,,,
2308807,CE,Moraújo,nacional,2026-09-03,,,
2308906,CE,Morrinhos,nacional,2026-09-03,,,
2309003,CE,Mucambo,nacional,2026-09-03,,,
2309102,CE,Mulungu,nacional,2026-09-03,,,
2309201,CE,Nova Olinda,nacional,2026-09-03,,,
2309300,CE,Nova Russas,nacional,2026-09-03,,,
2309409,CE,Novo Oriente,nacional,2026-09-03,,,
2309458,CE,Ocara,nacional,2026-09-03,,,
2309508,CE,Orós,nacional,2026-09-03,,,
2309607,CE,Pacajus,nacional,2026-09-03,,,
2309706,CE,Pacatuba,nacional,2026-09-03,,,
2309805,CE,Pacoti,nacional,2026-09-03,,,
2309904,CE,Pacujá,nacional,2026-09-03,,,
2310001,CE,Palhano,nacional,2026-09-03,,,
2310100,CE,Palmácia,nacional,2026-09-03,,,
2310209,CE,Paracuru,nacional,2026-09-03,,,
2310258,CE,Paraipaba,nacional,2026-09-03,,,
2310308,CE,Parambu,nacional,2026-09-03,,,
2310407,CE,Paramoti,nacional,2026-09-03,,,
2310506,CE,Pedra Branca,nacional,2026-09-03,,,
2310605,CE,Penaforte,nacional,2026-09-03,,,
2310704,CE,Pentecoste,nacional,2026-09-03,,,
2310803,CE,Pereiro,nacional,2026-09-03,,,
2310852,CE,Pindoretama,nacional,2026-09-03,,,
2310902,CE,Piquet Carneiro,nacional,2026-09-03,,,
2310951,CE,Pires Ferreira,nacional,2026-09-03,,,
2311009,CE,Poranga,nacional,2026-09-03,,,
2311108,CE,Porteiras,nacional,2026-09-03,,,
2311207,CE,Potengi,nacional,2026-09-03,,,
2311231,CE,Potiretama,nacional,2026-09-03,,,
2311264,CE,Quiterianópolis,nacional,2026-09-03,,,
2311306,CE,Quixadá,nacional,2026-09-03,,,
2311355,CE,Quixelô,nacional,2026-09-03,,,
2311405,CE,Quixeramobim,nacional,2026-09-03,,,
2311504,CE,Quixeré,nacional,2026-09-03,,,
2311603,CE,Redenção,nacional,2026-09-03,,,
2311702,CE,Reriutaba,nacional,2026-09-03,,,
2311801,CE,Russas,nacional,2026-09-03,,,
2311900,CE,Saboeiro,nacional,2026-09-03,,,
2311959,CE,Salitre,nacional,2026-09-03,,,
2312205,CE,Santa Quitéria,nacional,2026-09-03,,,
2312007,CE,Santana do Acaraú,nacional,2026-09-03,,,
2312106,CE,Santana do Cariri,nacional,2026-09-03,,,
2312700,CE,Senador Pompeu,nacional,2026-09-03,,,
2312809,CE,Senador Sá,nacional,2026-09-03,,,
2312908,CE,Sobral,nacional,2026-09-03,,,
2313005,CE,Solonópole,nacional,2026-09-03,,,
2312304,CE,São Benedito,nacional,2026-09-03,,,
2312403,CE,São Gonçalo do Amarante,nacional,2026-09-03,,,
2312502,CE,São João do Jaguaribe,nacional,2026-09-03,,,
2312601,CE,São Luís do Curu,nacional,2026-09-03,,,
2313104,CE,Tabuleiro do Norte,nacional,2026-09-03,,,
2313203,CE,Tamboril,nacional,2026-09-03,,,
2313252,CE,Tarrafas,nacional,2026-09-03,,,
2313302,CE,Tauá,nacional,2026-09-03,,,
2313351,CE,Tejuçuoca,nacional,2026-09-03,,,
2313401,CE,Tianguá,nacional,2026-09-03,,,
2313500,CE,Trairi,nacional,2026-09-03,,,
2313559,CE,Tururu,nacional,2026-09-03,,,
2313609,CE,Ubajara,nacional,2026-09-03,,,
2313708,CE,Umari,nacional,2026-09-03,,,
2313757,CE,Umirim,nacional,2026-09-03,,,
2313807,CE,Uruburetama,nacional,2026-09-03,,,
2313906,CE,Uruoca,nacional,2026-09-03,,,
2313955,CE,Varjota,nacional,2026-09-03,,,
2314102,CE,Viçosa do Ceará,nacional,2026-09-03,,,
2314003,CE,Várzea Alegre,nacional,2026-09-03,,,
5300108,DF,Brasília,nacional,2026-09-03,coberto_estadual,,
3200102,ES,Afonso Cláudio,nacional,2026-09-03,plano,,
3200201,ES,Alegre,nacional,2026-09-03,plano,,
3200300,ES,Alfredo Chaves,nacional,2026-09-03,plano,,
3200359,ES,Alto Rio Novo,nacional,2026-09-03,plano,,
3200409,ES,Anchieta,nacional,2026-09-03,plano,,
3200508,ES,Apiacá,nacional,2026-09-03,plano,,
3200607,ES,Aracruz,nacional,2026-09-03,plano,,
3200706,ES,Atilio Vivacqua,nacional,2026-09-03,plano,,
3200805,ES,Baixo Guandu,nacional,2026-09-03,plano,,
3200904,ES,Barra de São Francisco,nacional,2026-09-03,plano,,
3201001,ES,Boa Esperança,nacional,2026-09-03,plano,,
3201100,ES,Bom Jesus do Norte,nacional,2026-09-03,plano,,
3201159,ES,Brejetuba,nacional,2026-09-03,,,
3201209,ES,Cachoeiro de Itapemirim,nacional,2026-09-03,plano,,
3201308,ES,Cariacica,nacional,2026-09-03,plano,,
3201407,ES,Castelo,nacional,2026-09-03,plano,,
3201506,ES,Colatina,nacional,2026-09-03,plano,,
3201605,ES,Conceição da Barra,nacional,2026-09-03,plano,,
3201704,ES,Conceição do Castelo,nacional,2026-09-03,plano,,
3201803,ES,Divino de São Lourenço,nacional,2026-09-03,plano,,
3201902,ES,Domingos Martins,nacional,2026-09-03,,,
3202009,ES,Dores do Rio Preto,nacional,2026-09-03,,,
3202108,ES,Ecoporanga,nacional,2026-09-03,plano,,
3202207,ES,Fundão,nacional,2026-09-03,plano,,
3202256,ES,Governador Lindenberg,nacional,2026-09-03,,,
3202405,ES,Guarapari,nacional,2026-09-03,plano,,
3202306,ES,Guaçuí,nacional,2026-09-03,plano,,
3202454,ES,Ibatiba,nacional,2026-09-03,plano,,
3202504,ES,Ibiraçu,nacional,2026-09-03,plano,,
3202553,ES,Ibitirama,nacional,2026-09-03,plano,,
3202603,ES,Iconha,nacional,2026-09-03,plano,,
3202652,ES,Irupi,nacional,2026-09-03,plano,,
3202702,ES,Itaguaçu,nacional,2026-09-03,plano,,
3202801,ES,Itapemirim,nacional,2026-09-03,plano,,
3202900,ES,Itarana,nacional,2026-09-03,plano,,
3203007,ES,Iúna,nacional,2026-09-03,plano,,
3203056,ES,Jaguaré,nacional,2026-09-03,plano,,
3203106,ES,Jerônimo Monteiro,nacional,2026-09-03,plano,,
3203130,ES,João Neiva,nacional,2026-09-03,plano,,
3203163,ES,Laranja da Terra,nacional,2026-09-03,plano,,
3203205,ES,Linhares,nacional,2026-09-03,plano,,
3203304,ES,Mantenópolis,nacional,2026-09-03,plano,,
3203320,ES,Marataízes,nacional,2026-09-03,plano,,
3203346,ES,Marechal Floriano,nacional,2026-09-03,plano,,
3203353,ES,Marilândia,nacional,2026-09-03,,,
3203403,ES,Mimoso do Sul,nacional,2026-09-03,plano,,
3203502,ES,Montanha,nacional,2026-09-03,plano,,
3203601,ES,Mucurici,nacional,2026-09-03,plano,,
3203700,ES,Muniz Freire,nacional,2026-09-03,plano,,
3203809,ES,Muqui,nacional,2026-09-03,plano,,
3203908,ES,Nova Venécia,nacional,2026-09-03,plano,,
3204005,ES,Pancas,nacional,2026-09-03,plano,,
3204054,ES,Pedro Canário,nacional,2026-09-03,plano,,
3204104,ES,Pinheiros,nacional,2026-09-03,plano,,
3204203,ES,Piúma,nacional,2026-09-03,plano,,
3204252,ES,Ponto Belo,nacional,2026-09-03,plano,,
3204302,ES,Presidente Kennedy,nacional,2026-09-03,plano,,
3204351,ES,Rio Bananal,nacional,2026-09-03,,,
3204401,ES,Rio Novo do Sul,nacional,2026-09-03,plano,,
3204500,ES,Santa Leopoldina,nacional,2026-09-03,plano,,
3204559,ES,Santa Maria de Jetibá,nacional,2026-09-03,plano,,
3204609,ES,Santa Teresa,nacional,2026-09-03,plano,,
3205002,ES,Serra,nacional,2026-09-03,plano,,
3205010,ES,Sooretama,nacional,2026-09-03,plano,,
3204658,ES,São Domingos do Norte,nacional,2026-09-03,plano,,
3204708,ES,São Gabriel da Palha,nacional,2026-09-03,plano,,
3204807,ES,São José do Calçado,nacional,2026-09-03,plano,,
3204906,ES,São Mateus,nacional,2026-09-03,plano,,
3204955,ES,São Roque do Canaã,nacional,2026-09-03,plano,,
3205036,ES,Vargem Alta,nacional,2026-09-03,plano,,
3205069,ES,Venda Nova do Imigrante,nacional,2026-09-03,plano,,
3205101,ES,Viana,nacional,2026-09-03,plano,,
3205150,ES,Vila Pavão,nacional,2026-09-03,plano,,
3205176,ES,Vila Valério,nacional,2026-09-03,plano,,
3205200,ES,Vila Velha,nacional,2026-09-03,plano,,
3205309,ES,Vitória,nacional,2026-09-03,plano,,
3200169,ES,Água Doce do Norte,nacional,2026-09-03,plano,,
3200136,ES,Águia Branca,nacional,2026-09-03,plano,,
5200050,GO,Abadia de Goiás,nacional,2026-09-03,,,
5200100,GO,Abadiânia,nacional,2026-09-03,,,
5200134,GO,Acreúna,nacional,2026-09-03,,,
5200159,GO,Adelândia,nacional,2026-09-03,,,
5200308,GO,Alexânia,nacional,2026-09-03,,,
5200506,GO,Aloândia,nacional,2026-09-03,,,
5200555,GO,Alto Horizonte,nacional,2026-09-03,,,
5200605,GO,Alto Paraíso de Goiás,nacional,2026-09-03,,,
5200803,GO,Alvorada do Norte,nacional,2026-09-03,,,
5200829,GO,Amaralina,nacional,2026-09-03,,,
5200852,GO,Americano do Brasil,nacional,2026-09-03,,,
5200902,GO,Amorinópolis,nacional,2026-09-03,,,
5201207,GO,Anhanguera,nacional,2026-09-03,,,
5201306,GO,Anicuns,nacional,2026-09-03,,,
5201108,GO,Anápolis,nacional,2026-09-03,,,
5201405,GO,Aparecida de Goiânia,nacional,2026-09-03,,,
5201454,GO,Aparecida do Rio Doce,nacional,2026-09-03,,,
5201504,GO,Aporé,nacional,2026-09-03,,,
5201702,GO,Aragarças,nacional,2026-09-03,,,
5201801,GO,Aragoiânia,nacional,2026-09-03,,,
5202155,GO,Araguapaz,nacional,2026-09-03,,,
5201603,GO,Araçu,nacional,2026-09-03,,,
5202353,GO,Arenópolis,nacional,2026-09-03,,,
5202502,GO,Aruanã,nacional,2026-09-03,,,
5202601,GO,Aurilândia,nacional,2026-09-03,,,
5202809,GO,Avelinópolis,nacional,2026-09-03,,,
5203104,GO,Baliza,nacional,2026-09-03,,,
5203203,GO,Barro Alto,nacional,2026-09-03,,,
5203302,GO,Bela Vista de Goiás,nacional,2026-09-03,,,
5203401,GO,Bom Jardim de Goiás,nacional,2026-09-03,,,
5203500,GO,Bom Jesus de Goiás,nacional,2026-09-03,,,
5203559,GO,Bonfinópolis,nacional,2026-09-03,,,
5203575,GO,Bonópolis,nacional,2026-09-03,,,
5203609,GO,Brazabrantes,nacional,2026-09-03,,,
5203807,GO,Britânia,nacional,2026-09-03,,,
5203906,GO,Buriti Alegre,nacional,2026-09-03,,,
5203939,GO,Buriti de Goiás,nacional,2026-09-03,,,
5203962,GO,Buritinópolis,nacional,2026-09-03,,,
5204003,GO,Cabeceiras,nacional,2026-09-03,,,
5204102,GO,Cachoeira Alta,nacional,2026-09-03,,,
5204250,GO,Cachoeira Dourada,nacional,2026-09-03,,,
5204201,GO,Cachoeira de Goiás,nacional,2026-09-03,,,
5204409,GO,Caiapônia,nacional,2026-09-03,,,
5204508,GO,Caldas Novas,nacional,2026-09-03,,,
5204557,GO,Caldazinha,nacional,2026-09-03,,,
5204607,GO,Campestre de Goiás,nacional,2026-09-03,,,
5204656,GO,Campinaçu,nacional,2026-09-03,,,
5204706,GO,Campinorte,nacional,2026-09-03,,,
5204805,GO,Campo Alegre de Goiás,nacional,2026-09-03,,,
5204854,GO,Campo Limpo de Goiás,nacional,2026-09-03,,,
5204904,GO,Campos Belos,nacional,2026-09-03,,,
5204953,GO,Campos Verdes,nacional,2026-09-03,,,
5205000,GO,Carmo do Rio Verde,nacional,2026-09-03,,,
5205059,GO,Castelândia,nacional,2026-09-03,,,
5205109,GO,Catalão,nacional,2026-09-03,,,
5205208,GO,Caturaí,nacional,2026-09-03,,,
5205307,GO,Cavalcante,nacional,2026-09-03,,,
5204300,GO,Caçu,nacional,2026-09-03,,,
5205406,GO,Ceres,nacional,2026-09-03,,,
5205455,GO,Cezarina,nacional,2026-09-03,,,
5205471,GO,Chapadão do Céu,nacional,2026-09-03,,,
5205497,GO,Cidade Ocidental,nacional,2026-09-03,,,
5205513,GO,Cocalzinho de Goiás,nacional,2026-09-03,,,
5205521,GO,Colinas do Sul,nacional,2026-09-03,,,
5205901,GO,Corumbaíba,nacional,2026-09-03,,,
5205802,GO,Corumbá de Goiás,nacional,2026-09-03,,,
5206206,GO,Cristalina,nacional,2026-09-03,,,
5206305,GO,Cristianópolis,nacional,2026-09-03,,,
5206404,GO,Crixás,nacional,2026-09-03,,,
5206503,GO,Cromínia,nacional,2026-09-03,,,
5206602,GO,Cumari,nacional,2026-09-03,,,
5205703,GO,Córrego do Ouro,nacional,2026-09-03,,,
5206701,GO,Damianópolis,nacional,2026-09-03,,,
5206800,GO,Damolândia,nacional,2026-09-03,,,
5206909,GO,Davinópolis,nacional,2026-09-03,,,
5207105,GO,Diorama,nacional,2026-09-03,,,
5208301,GO,Divinópolis de Goiás,nacional,2026-09-03,,,
5207253,GO,Doverlândia,nacional,2026-09-03,,,
